435	895	3
293	215	4
609	147	1
272	238	5
397	991	1
766	431	3
624	329	3
561	1119	3
758	95	3
919	181	4
158	568	4
11	549	4
178	578	4
374	693	5
627	245	4
654	291	4
487	2	3
378	775	3
56	432	5
738	154	3
653	105	3
677	117	4
421	56	5
125	483	4
412	939	4
870	45	5
537	222	2
881	136	4
119	827	3
321	100	4
915	334	3
416	747	5
796	321	2
198	526	4
357	125	5
137	690	2
650	521	3
468	1012	4
452	483	5
216	231	2
726	355	3
486	322	2
56	281	2
378	86	4
642	768	4
655	100	3
43	546	4
528	178	4
655	387	3
271	428	4
843	227	3
870	1090	2
76	100	5
807	527	5
236	64	5
256	51	4
405	1177	1
189	30	4
269	739	1
457	89	5
912	482	5
600	50	4
758	447	4
201	171	3
12	216	5
287	298	4
932	109	2
110	173	1
263	82	4
44	175	4
301	25	3
649	15	4
110	55	3
594	15	4
566	461	4
727	168	5
796	79	5
125	709	3
181	687	1
840	650	4
337	1016	4
190	539	2
632	468	3
276	678	3
463	1115	4
933	284	2
663	410	3
347	416	3
716	520	4
178	926	4
588	1098	4
789	293	4
711	476	4
246	254	1
663	125	3
32	298	5
276	188	4
234	478	3
593	159	4
500	294	3
378	292	3
8	689	4
303	869	2
328	199	4
378	1046	3
782	1668	3
682	290	1
200	365	5
345	131	4
788	561	3
862	436	4
387	27	1
134	294	4
457	252	4
278	288	5
828	582	3
550	15	5
1	208	5
405	87	1
825	322	5
896	371	2
851	1540	2
416	13	5
653	239	5
939	818	3
50	9	4
244	676	4
472	746	5
108	515	5
798	486	4
527	1101	4
682	164	3
11	597	2
663	763	5
470	1097	3
363	248	5
216	747	4
871	651	2
455	924	3
373	494	4
226	283	2
276	94	2
25	222	4
840	607	4
789	127	5
409	1593	4
627	1194	4
521	235	3
458	357	3
279	1001	4
298	183	3
397	286	4
548	292	4
710	174	4
339	1039	4
378	392	3
518	300	3
181	620	2
932	649	4
60	729	4
20	1	3
846	289	4
691	1172	5
280	1182	3
638	211	4
216	226	3
323	713	4
509	300	3
429	972	4
871	202	4
830	449	2
457	775	3
63	1009	4
276	742	4
507	121	5
457	144	5
85	474	5
363	979	1
268	37	3
934	234	2
334	955	1
874	302	5
218	603	4
57	271	3
437	642	1
422	717	3
193	218	4
198	81	5
1	111	5
18	607	3
374	620	3
499	482	2
339	347	4
178	993	5
325	771	1
653	161	4
313	565	1
734	143	5
754	9	4
682	729	3
406	30	4
886	100	4
610	98	5
110	233	4
379	616	2
450	366	3
506	2	4
543	144	4
937	301	1
782	678	3
428	350	4
843	182	2
650	195	4
758	216	4
286	174	4
295	133	4
437	91	3
664	132	4
592	900	4
523	477	3
115	13	5
87	40	3
666	494	4
543	24	3
507	1237	5
747	4	4
802	447	2
223	864	3
682	346	2
506	463	3
921	304	2
6	143	2
546	236	4
92	1215	2
387	1078	1
933	87	4
524	203	4
488	515	4
709	210	4
660	62	2
330	209	3
391	197	5
297	185	5
41	28	4
397	894	1
727	810	2
82	705	3
104	756	2
738	28	4
836	268	3
554	132	4
519	903	5
336	237	5
667	223	5
661	135	5
188	519	4
512	198	5
807	194	4
638	403	3
855	179	3
216	368	2
458	410	1
648	152	5
524	226	3
890	479	5
299	97	4
764	1057	1
234	25	3
648	636	4
378	409	2
72	229	1
18	22	5
325	498	4
585	1193	5
141	335	1
44	227	4
315	12	5
668	475	4
628	300	5
749	295	3
637	717	3
488	358	3
766	82	3
488	83	4
327	237	4
928	8	5
896	188	3
234	287	3
194	181	3
42	428	3
200	748	3
373	485	4
437	696	3
293	1421	2
882	471	4
234	265	3
653	746	5
535	60	5
210	722	4
592	169	5
308	177	5
200	483	5
64	50	5
752	905	2
877	275	4
601	405	1
361	639	4
11	332	5
632	1028	2
362	268	2
757	156	3
630	258	3
592	11	5
518	508	3
368	183	5
458	183	4
541	588	4
239	300	1
781	181	5
405	376	5
653	198	4
286	55	4
12	50	4
537	484	4
308	60	3
664	77	3
389	965	5
280	765	4
100	294	4
268	506	4
748	514	4
766	234	4
553	492	3
309	938	4
435	185	4
301	443	4
630	815	3
790	1132	2
653	531	5
661	568	4
561	268	3
44	433	4
758	100	5
279	502	5
504	372	4
59	1116	3
708	690	4
921	128	1
842	328	2
755	328	4
435	748	4
938	597	3
268	252	3
177	179	5
454	402	3
222	271	4
346	233	4
339	188	4
435	86	4
458	275	5
417	631	3
553	178	5
883	1462	5
60	89	5
455	518	4
577	380	3
444	313	4
276	627	3
261	596	2
796	566	4
151	1047	2
244	191	5
780	474	3
250	754	4
487	1314	1
92	116	3
233	506	5
312	382	4
151	929	3
457	70	4
807	528	4
772	259	2
876	878	2
421	100	4
543	748	3
445	174	4
184	644	4
344	473	4
104	150	5
389	56	5
51	83	5
399	386	3
145	682	3
721	65	1
56	193	5
423	348	3
391	504	5
583	258	4
798	1539	2
528	423	1
593	276	1
13	735	3
789	1	3
314	161	5
393	815	4
128	838	5
301	405	4
64	736	4
138	14	3
298	603	5
474	657	5
871	515	4
703	591	4
660	266	2
201	358	1
407	521	3
291	231	3
840	216	4
665	931	3
271	510	4
554	223	3
293	1098	2
827	245	3
87	216	5
56	408	4
436	204	5
479	215	3
796	603	4
796	188	2
373	150	4
14	408	5
682	742	3
26	25	3
506	417	4
622	252	1
312	427	5
505	203	4
7	641	5
381	89	5
416	92	3
896	597	4
894	883	3
280	324	5
559	528	4
10	418	4
296	257	5
332	147	4
796	283	3
569	473	4
490	455	4
379	83	4
453	143	2
7	199	5
405	451	5
547	321	4
343	164	3
787	313	5
763	738	2
407	179	3
860	332	2
326	478	3
357	826	3
823	153	4
931	257	4
774	205	4
381	529	5
536	190	5
378	62	4
90	133	5
424	1	1
222	215	4
445	1081	1
686	435	5
804	84	3
553	485	3
63	676	3
376	269	5
921	924	3
643	430	5
230	154	4
194	488	3
276	76	4
782	1385	4
332	456	4
405	1438	1
64	451	2
773	234	2
299	191	4
6	165	5
660	349	3
405	1306	1
13	269	2
378	222	3
29	539	2
539	527	4
932	495	5
227	106	3
474	499	5
337	125	4
807	91	5
758	276	2
604	127	4
736	255	1
553	99	5
7	669	1
539	153	5
234	1126	4
60	515	5
528	202	5
833	267	1
64	71	3
590	284	2
308	673	4
16	79	5
385	235	5
734	604	4
93	15	5
405	1384	1
44	591	4
393	559	3
213	214	5
332	7	4
618	132	4
407	4	4
539	340	2
235	69	4
244	121	1
409	475	4
921	678	5
716	111	4
847	7	3
288	176	4
201	847	2
894	689	3
49	10	3
450	609	5
198	654	5
401	272	3
121	631	4
922	50	5
854	409	2
59	566	4
474	618	4
846	238	5
804	1041	3
601	176	2
571	1039	3
805	648	4
536	28	5
627	281	3
1	5	3
445	183	2
353	750	4
889	55	4
624	340	3
189	207	5
627	205	5
345	98	5
766	172	3
615	213	5
642	1078	5
537	557	3
194	549	3
95	89	3
899	239	3
664	642	4
394	577	2
328	591	3
645	48	4
257	258	3
610	331	3
279	248	4
454	237	4
6	308	3
321	174	3
454	837	2
524	649	4
371	496	4
727	226	3
560	813	4
416	305	3
533	117	5
331	506	2
92	566	4
704	661	4
887	993	5
12	96	4
301	138	2
144	106	3
310	14	5
173	289	4
330	88	5
181	676	3
290	825	3
65	427	5
308	966	3
374	824	4
90	245	3
734	318	5
584	40	4
429	786	2
42	385	5
325	485	3
16	385	5
693	499	4
756	420	4
271	570	3
761	127	3
846	497	5
437	511	5
788	432	1
747	44	2
291	200	4
417	191	5
222	712	3
297	200	3
693	187	3
663	742	4
354	497	4
583	655	5
654	294	3
417	367	2
548	313	5
397	223	4
870	421	2
94	293	4
665	763	4
574	887	4
7	121	5
11	726	3
458	276	5
177	300	2
277	257	3
437	131	5
160	926	2
259	12	5
10	467	4
396	245	3
312	98	4
585	652	4
172	582	4
249	237	5
788	1139	1
933	515	3
591	381	4
339	1	5
222	790	1
13	239	4
754	293	4
543	198	4
293	877	2
943	127	5
826	1240	5
579	603	5
387	455	4
933	53	1
705	144	3
331	702	3
880	369	1
293	206	4
767	478	4
251	22	5
99	125	4
659	1168	4
881	484	4
783	895	4
13	824	3
189	137	4
401	26	3
72	581	4
7	188	5
119	294	1
13	432	4
343	223	5
158	293	4
466	273	4
369	919	5
543	129	4
293	484	5
936	678	3
886	655	4
374	820	4
710	187	5
623	204	5
377	316	4
128	367	4
372	288	5
327	108	3
536	132	4
216	357	4
79	100	5
450	631	4
648	615	4
846	525	4
477	255	5
7	183	4
657	7	3
521	392	3
838	9	4
862	434	5
663	47	4
456	294	1
399	1210	2
913	171	3
882	181	5
191	307	3
484	732	5
880	186	4
59	129	5
748	528	3
59	588	2
863	299	2
671	50	5
864	1217	3
300	261	3
537	644	5
889	493	3
363	316	3
269	509	4
447	770	3
601	222	4
98	25	5
73	129	4
92	40	3
487	87	5
643	405	3
539	372	2
788	566	4
417	78	2
216	721	4
682	673	3
932	470	3
766	272	4
834	268	3
215	208	4
854	118	2
59	1050	2
43	724	4
215	234	4
854	297	4
712	378	4
195	431	3
102	827	2
158	290	4
543	410	3
49	154	5
843	270	4
933	1	3
321	709	4
328	520	5
234	131	3
437	404	5
497	1157	2
916	156	5
514	408	5
807	1050	5
363	204	2
102	264	2
230	431	3
378	451	4
311	208	4
109	248	2
295	121	4
284	270	3
198	423	3
275	162	3
452	52	3
870	589	4
727	98	4
650	435	4
638	127	2
102	432	3
450	842	4
586	156	4
293	347	2
239	432	5
551	98	5
180	98	5
234	964	4
83	663	5
894	14	4
295	747	4
197	176	5
233	603	4
468	1	5
752	1463	4
201	272	3
435	135	3
286	237	2
10	144	4
467	276	5
529	323	4
86	683	5
880	168	3
665	588	4
630	412	1
367	98	5
893	288	3
141	742	4
305	199	4
338	511	4
338	204	3
299	48	4
95	95	3
634	950	5
880	191	5
234	1100	2
314	125	5
847	181	4
10	164	4
615	792	4
23	194	4
459	125	4
682	774	4
519	339	3
43	815	4
486	106	1
257	582	5
788	518	3
870	508	3
869	269	4
782	1252	3
151	549	4
450	269	5
87	47	3
851	544	4
103	98	3
451	322	4
774	692	1
181	301	2
334	425	4
13	539	1
509	680	1
311	76	4
669	23	4
115	317	5
327	655	4
567	498	4
297	455	4
178	433	4
280	542	3
360	96	3
174	1254	1
374	735	5
350	181	4
881	255	3
185	528	4
58	144	4
363	22	3
818	258	4
727	866	3
270	559	5
871	50	5
919	246	3
459	127	4
625	654	3
741	367	2
315	100	5
297	154	5
145	49	3
271	170	5
843	265	3
892	739	4
479	15	3
381	20	5
597	24	3
506	529	3
921	259	4
399	459	4
62	56	5
524	1124	3
790	755	3
13	529	4
162	597	4
622	101	5
774	684	1
567	192	4
46	50	4
146	1294	4
280	1297	4
697	301	5
174	125	5
939	405	4
640	11	4
215	56	5
7	237	5
645	209	5
588	873	3
20	194	3
178	125	4
119	258	2
92	92	4
327	474	3
782	908	3
386	1016	4
214	479	4
493	156	1
45	181	4
405	552	1
682	284	4
855	475	4
749	148	3
394	174	5
870	168	4
145	342	4
593	200	5
109	930	3
871	1197	3
145	569	4
97	496	2
243	157	5
13	683	1
81	150	3
589	995	1
442	209	4
795	768	3
794	50	5
154	137	3
421	331	2
832	50	3
282	340	3
233	375	4
497	66	3
491	696	3
84	225	4
104	327	2
325	655	4
266	286	4
347	181	5
535	479	4
407	493	3
785	1050	3
642	1039	5
919	1137	4
455	148	3
422	1017	4
664	160	3
130	864	2
184	127	5
712	174	5
569	277	2
916	1073	4
628	301	4
541	924	5
618	781	3
151	125	4
938	1254	1
634	340	4
210	514	5
194	498	3
665	293	4
72	195	5
553	507	3
887	1540	5
666	257	3
648	430	5
269	186	2
648	862	1
437	501	4
105	264	2
6	194	4
136	847	4
60	13	4
345	298	5
940	343	2
927	426	4
505	79	3
619	849	2
805	588	2
454	418	3
90	1195	5
603	89	5
790	63	2
1	34	2
660	172	4
916	428	4
457	931	2
160	93	5
680	117	4
104	845	3
712	662	5
655	1248	3
445	994	1
727	949	3
56	97	3
11	659	5
405	1267	1
174	823	4
663	315	4
417	364	3
547	333	4
274	148	2
764	7	4
7	264	4
92	228	4
699	275	3
637	255	3
889	755	3
102	993	2
101	846	3
438	9	4
82	482	4
209	50	5
56	578	3
13	858	1
279	94	3
642	756	5
804	797	4
756	147	4
643	100	5
332	294	5
344	71	3
11	125	4
642	58	3
643	630	3
825	833	4
391	479	4
727	72	3
896	774	3
179	916	5
343	555	1
416	750	5
551	1439	5
145	554	3
102	1240	2
795	28	4
655	1436	2
477	794	4
5	243	1
719	121	1
165	216	4
692	328	4
406	367	4
668	328	4
130	393	5
201	28	3
394	141	3
302	358	3
417	1550	3
233	194	4
648	748	3
374	68	1
21	323	2
648	205	3
151	231	1
487	739	2
537	91	2
533	87	4
846	1044	4
478	743	1
399	655	3
181	105	1
354	381	5
289	15	3
870	433	3
184	1014	2
514	229	3
158	385	3
85	924	1
378	747	3
292	132	4
188	742	5
851	981	1
371	194	3
817	288	4
194	715	3
356	286	3
87	202	5
711	427	5
682	226	3
181	149	1
537	402	1
934	811	4
907	287	4
896	1018	3
848	265	4
279	659	5
161	276	5
773	547	4
23	188	3
184	381	4
891	117	3
505	660	3
586	233	4
815	433	3
87	577	4
405	859	1
659	212	4
468	955	4
173	995	5
311	504	4
653	1210	2
389	80	3
26	591	3
22	1002	1
328	720	3
742	13	4
285	628	2
840	165	5
436	65	4
62	1077	3
28	332	2
937	124	4
62	528	5
234	187	4
601	260	4
216	91	4
374	179	1
865	7	5
203	458	3
298	864	3
291	174	5
385	650	5
907	1163	4
892	144	5
705	554	2
709	550	3
733	13	3
145	302	4
892	679	3
868	128	5
276	1016	3
373	632	3
560	429	3
399	769	3
43	315	4
326	56	2
487	50	4
506	300	3
334	272	4
804	675	3
429	133	3
748	427	4
16	39	5
389	371	4
343	427	5
647	1016	4
500	77	3
179	316	5
704	208	3
445	203	3
201	919	3
379	177	4
722	696	4
192	284	5
606	1047	2
181	950	1
916	170	4
194	90	3
60	30	5
85	499	4
479	135	4
620	28	4
373	97	3
551	318	5
665	105	2
524	558	4
883	367	5
911	443	4
137	685	5
325	190	4
537	515	4
505	245	4
523	72	4
180	79	3
724	895	4
711	133	5
653	219	1
897	479	4
648	231	2
429	86	5
429	167	3
437	134	5
280	367	5
642	975	2
188	504	3
363	816	1
207	291	3
450	679	1
234	490	4
682	143	3
815	357	5
537	236	3
625	640	3
339	167	4
338	134	5
826	229	4
593	66	5
236	532	2
417	578	3
610	8	4
308	569	3
308	122	4
796	36	1
44	625	3
763	4	5
234	477	1
339	238	5
795	433	4
468	51	3
707	719	3
116	942	3
888	100	4
682	94	3
131	100	5
655	686	2
629	4	3
308	747	3
9	487	5
776	98	4
600	89	5
782	1589	3
536	1050	5
406	490	3
405	1478	1
937	100	3
595	1009	4
90	300	3
95	768	1
474	506	5
782	1378	2
201	649	3
536	121	4
321	529	4
303	1037	3
11	317	4
741	393	2
224	924	3
616	1313	4
224	301	3
442	181	4
357	820	4
592	318	5
583	198	4
915	310	3
454	454	3
806	628	3
606	138	3
456	943	4
883	151	5
269	285	5
661	145	1
62	955	4
620	565	4
59	435	5
279	89	4
1	98	4
919	756	3
301	163	3
85	661	4
350	193	4
537	7	4
880	1139	4
321	180	4
710	343	3
796	450	3
77	56	4
92	175	4
230	237	5
268	11	4
601	157	3
42	603	4
405	200	2
599	748	4
927	755	5
896	473	2
642	755	3
921	69	4
269	50	3
796	429	4
279	65	1
381	607	4
264	201	5
892	380	4
908	515	4
94	343	4
363	67	1
435	729	2
547	328	4
181	948	1
653	187	4
95	675	2
840	209	4
446	294	1
932	855	5
819	1160	4
879	117	4
402	696	4
308	486	4
826	588	4
276	774	2
249	173	5
207	433	3
213	483	5
70	655	4
622	558	2
698	482	2
883	134	5
913	478	4
733	298	2
644	330	4
535	433	5
924	275	4
614	286	2
243	237	2
508	180	5
84	1028	3
713	882	3
407	82	3
334	7	5
246	735	4
864	151	5
348	369	3
682	24	4
671	172	5
301	120	2
363	137	5
334	99	4
524	204	3
160	153	3
249	216	4
65	476	3
1	63	2
486	831	3
486	16	3
488	9	4
557	305	3
860	339	3
487	578	3
339	151	4
588	216	5
856	322	4
378	121	4
925	5	4
365	326	2
106	828	2
741	357	5
481	427	4
854	318	5
678	285	3
323	508	4
805	772	3
660	90	2
833	227	2
514	367	5
137	144	5
90	965	5
123	50	3
393	812	3
934	674	4
112	313	5
378	1009	3
187	710	4
308	843	3
737	32	4
806	196	5
399	465	3
751	178	5
145	310	4
934	237	4
69	181	5
224	549	3
620	755	5
262	367	4
386	685	4
121	25	5
787	1671	1
848	708	4
178	654	3
751	372	3
520	240	1
350	204	4
788	503	4
317	313	4
692	127	3
299	435	3
943	541	4
296	275	4
543	664	4
724	1591	1
523	508	3
345	223	5
243	1115	3
339	213	4
413	471	4
184	34	2
891	924	5
457	83	5
709	183	5
846	271	5
823	640	1
455	1171	3
642	8	5
303	943	2
160	13	4
394	1033	3
773	258	5
625	168	3
216	69	5
299	300	4
911	584	3
21	396	2
435	961	1
524	64	2
49	159	2
899	684	3
457	732	4
23	961	5
495	742	5
201	468	4
708	149	3
328	328	4
605	111	3
724	294	4
496	1133	3
870	474	4
290	64	4
452	1089	1
338	514	5
474	411	2
835	357	5
7	164	5
391	696	4
217	1228	2
276	284	4
405	35	2
43	471	3
910	748	3
933	575	1
738	269	2
282	288	4
804	1056	4
214	250	2
379	496	5
206	269	4
518	1028	3
642	2	4
339	81	5
200	392	5
766	168	5
407	151	4
921	230	3
13	800	1
6	517	4
416	931	3
699	762	3
268	474	5
488	100	2
406	582	4
363	237	2
747	588	5
416	31	5
429	1074	3
707	427	4
363	402	2
535	1474	4
801	245	3
28	646	4
347	106	2
327	178	4
597	294	4
83	1016	4
786	176	4
405	959	1
892	845	4
271	198	4
44	153	4
489	1025	5
582	405	3
64	227	3
354	208	4
782	1644	2
378	63	3
851	815	3
843	679	4
201	1267	3
395	154	5
499	511	5
161	582	1
207	468	4
214	98	4
303	1258	2
886	168	4
342	98	3
655	1106	2
650	131	3
406	218	3
360	199	5
77	209	4
299	60	5
130	808	5
486	886	3
890	447	3
455	435	4
292	479	4
295	570	3
313	193	4
813	289	4
102	856	2
674	121	4
201	193	3
416	86	1
416	332	4
800	125	3
445	151	4
508	191	5
533	236	4
790	977	1
667	124	5
608	213	4
119	254	2
235	197	5
429	232	4
115	508	5
650	528	3
922	276	3
450	750	3
840	182	4
382	1381	3
267	182	5
880	384	3
277	255	4
608	306	4
222	87	3
385	238	5
404	748	4
325	548	3
621	176	3
370	285	3
711	255	4
342	427	4
347	85	5
429	25	4
938	121	5
467	248	3
360	271	2
697	118	3
119	316	4
500	319	4
346	56	5
217	231	5
63	325	2
201	448	3
345	479	4
756	82	3
105	302	5
102	436	2
402	96	5
704	50	5
504	739	3
416	164	5
744	28	3
663	658	4
91	657	4
92	115	3
854	1086	3
387	715	5
766	747	5
880	818	2
316	265	3
489	326	4
346	210	4
181	880	1
693	443	2
506	578	3
505	56	1
747	959	5
660	163	2
22	393	4
468	1134	5
869	1014	4
618	66	4
881	274	3
6	87	4
939	591	5
493	181	5
622	217	4
592	271	4
553	631	5
858	689	5
85	822	3
597	825	5
409	607	5
535	195	4
15	13	1
569	126	5
109	975	3
614	405	2
883	561	3
345	216	5
72	972	4
805	142	4
405	1192	1
506	356	3
334	902	4
194	177	3
343	62	2
391	22	4
122	470	3
847	200	3
162	151	3
943	402	2
674	111	5
682	274	4
450	902	4
305	76	1
128	736	5
533	133	5
291	1016	4
85	180	4
805	642	4
23	381	4
308	133	3
32	288	4
896	591	3
379	204	5
456	1421	3
654	1014	3
234	9	3
268	477	3
797	300	2
819	321	4
497	155	3
32	307	2
437	1090	1
303	50	5
18	166	4
916	451	3
276	552	3
21	457	1
650	523	3
907	5	5
312	921	5
197	550	3
429	64	4
519	328	2
339	790	2
421	238	5
656	903	2
5	449	2
312	478	5
81	756	1
423	887	5
303	327	1
601	324	4
416	12	5
70	83	4
659	356	3
145	39	4
708	819	3
286	212	1
401	724	4
213	135	5
161	133	2
293	150	3
7	436	5
92	1095	2
790	258	3
737	186	5
95	403	1
717	286	3
336	763	3
152	220	5
773	732	3
567	273	5
222	281	3
305	557	4
52	762	3
239	650	5
1	153	3
312	513	5
393	774	4
122	469	5
666	504	4
286	22	4
194	73	3
207	144	3
903	709	4
378	1061	2
274	742	4
880	235	3
291	53	5
666	1098	4
627	1044	2
236	286	5
290	22	5
246	568	4
378	732	4
486	93	4
478	151	5
158	825	4
497	577	2
178	28	5
385	23	5
75	477	4
749	566	3
293	693	4
394	109	4
94	217	4
119	471	4
256	385	5
702	313	5
889	480	5
459	358	2
297	156	4
655	1176	4
437	739	3
151	609	4
328	1015	3
381	294	5
653	82	4
16	87	4
233	371	5
334	91	4
457	819	2
754	295	4
406	286	3
843	654	2
323	292	4
854	100	5
32	1012	4
194	526	4
201	425	3
796	768	2
617	531	2
267	944	3
268	176	5
758	6	2
798	254	5
322	603	5
97	466	3
487	1044	3
717	245	4
747	235	5
181	876	1
128	685	3
303	198	4
774	566	2
774	307	1
269	631	4
823	95	4
537	474	5
654	423	4
130	469	5
256	595	4
181	287	2
244	1	4
234	412	2
56	862	3
60	1122	5
87	252	3
262	929	3
791	322	4
13	578	3
625	4	4
293	380	2
551	188	5
339	402	3
450	1050	4
143	331	5
653	409	2
274	208	4
627	658	3
919	327	4
495	660	3
297	31	3
425	491	2
454	77	4
328	383	3
536	993	3
787	311	4
361	129	4
896	281	2
710	501	3
861	321	1
934	581	2
547	316	5
385	42	1
507	298	5
919	287	4
90	676	2
170	259	3
896	566	4
136	515	5
642	28	5
639	381	2
286	1182	2
387	1007	5
406	274	3
621	539	1
374	819	3
117	98	4
493	678	3
807	384	4
851	234	4
663	919	3
621	28	4
108	10	5
213	511	4
290	1091	2
200	239	3
186	477	4
889	95	4
327	286	2
457	182	4
747	169	5
653	862	2
454	312	3
44	91	2
601	143	3
381	313	2
15	282	3
303	235	4
374	713	1
234	162	3
889	1267	3
359	1	4
503	949	3
346	333	4
417	810	3
684	88	4
109	8	3
487	789	4
894	888	4
870	657	5
314	402	4
344	322	2
239	605	4
394	795	2
922	67	3
126	682	1
399	380	3
541	404	4
506	175	5
630	717	3
883	462	5
166	313	5
406	558	3
452	58	3
721	1265	3
269	476	1
865	928	1
169	538	4
56	450	3
738	144	5
416	347	4
435	25	5
276	455	4
85	845	3
709	172	5
268	735	3
601	431	4
85	161	4
49	1082	3
90	190	5
406	92	4
536	1030	3
110	63	3
654	70	4
10	234	4
286	269	5
445	7	1
273	347	4
665	24	3
141	407	2
80	886	4
714	291	3
334	635	2
682	183	3
755	319	3
881	120	2
495	501	3
237	199	4
435	254	3
324	288	5
276	2	4
417	293	4
758	820	4
875	64	5
125	790	4
452	924	5
734	99	4
629	234	4
211	462	4
450	400	3
620	706	3
340	211	3
125	66	5
297	216	4
399	231	3
313	63	4
504	211	4
883	144	4
833	455	3
705	142	2
231	405	4
523	83	5
932	755	2
705	183	2
383	504	4
741	88	4
119	1265	3
692	287	3
327	919	5
521	566	3
608	44	4
148	204	3
22	184	5
892	216	5
95	509	4
930	174	3
246	1044	1
129	331	2
886	833	5
49	343	2
655	42	3
478	28	3
933	200	4
118	164	5
894	346	4
268	1178	1
332	227	5
664	285	5
534	477	3
674	245	4
627	549	3
130	729	4
299	482	4
749	211	5
697	222	4
422	287	3
312	197	4
160	21	1
59	240	2
79	301	3
903	412	2
880	394	3
144	4	4
931	237	3
393	810	4
184	509	4
59	633	3
275	625	2
903	467	3
638	265	5
716	866	3
588	552	1
746	568	4
456	182	3
79	813	5
327	418	3
455	222	3
867	22	5
929	28	4
504	63	3
882	393	4
932	119	5
927	300	5
327	659	4
291	402	4
144	286	4
207	156	2
491	475	4
588	94	2
73	81	5
889	524	4
292	1010	4
95	1133	3
710	340	4
662	285	5
409	1393	1
535	483	5
655	872	3
423	750	5
303	137	4
89	949	3
417	1183	4
327	328	2
370	425	3
756	135	2
648	414	1
758	177	5
942	478	5
699	319	3
145	477	2
308	425	4
648	125	2
843	228	4
135	802	2
381	501	4
398	523	4
313	1	4
75	137	4
688	302	5
734	97	4
561	492	4
801	288	5
467	93	4
314	155	5
445	237	2
886	173	5
173	321	4
54	1088	3
481	70	5
188	792	2
327	497	4
608	939	4
516	431	3
231	476	3
495	161	4
804	1140	3
627	184	4
906	991	3
243	194	4
308	1065	5
345	356	3
570	324	2
458	654	5
378	133	5
442	569	2
249	455	4
870	95	4
864	31	4
56	88	1
181	1028	2
654	173	5
464	259	4
535	193	4
874	676	3
507	271	5
724	322	1
64	718	4
102	184	2
235	463	4
292	144	5
851	11	5
44	238	4
358	8	5
790	572	3
563	181	4
542	64	4
339	709	5
648	1041	3
115	762	4
519	680	5
795	403	3
92	223	5
894	137	5
497	388	4
373	214	4
903	191	5
881	125	5
483	20	2
763	59	5
184	212	4
468	297	4
622	1	3
197	272	4
326	391	4
621	3	5
58	1063	1
136	89	4
407	436	3
713	311	3
606	121	4
406	713	4
7	484	5
141	717	4
1	131	1
352	194	3
447	544	4
782	289	3
697	1089	3
363	82	3
440	736	5
796	152	3
253	523	4
450	781	4
130	731	3
876	178	4
450	166	5
708	237	5
516	181	4
201	1194	4
303	5	2
497	91	2
305	305	3
211	117	4
526	243	1
197	750	5
780	216	4
346	684	4
676	257	5
416	762	3
345	781	3
796	307	4
894	1313	3
698	435	3
932	54	4
824	245	2
833	1597	5
572	924	1
199	948	1
451	262	1
622	396	1
349	325	3
298	181	4
80	215	5
15	9	4
596	286	4
345	469	5
319	751	3
